employee,department,project_name,project_code,mon,tue,wed,thu,fri,sat,sun,total,week_start
정수빈,AI응용팀,AI,,3,0,6,2,3,0,0,14,2025-08-04
정수빈,AI응용팀,기타 (Etc),,7,7,8,3,3,0,0,28,2025-08-04
한태양,디지털기술개발팀,Smart R&D,,0,1,4,4,7,0,0,16,2025-08-04
한태양,디지털기술개발팀,기타 (Etc),,3,7,0,0,4,0,0,14,2025-08-04
한태양,디지털기술개발팀,BIM,,7,4,2,0,8,0,0,21,2025-08-04
강서연,R&D센터,Digital Technology,,6,4,0,6,0,0,0,16,2025-08-04
강서연,R&D센터,BIM,,4,2,1,8,0,0,0,15,2025-08-04
강서연,R&D센터,AI,,6,7,4,5,1,0,0,23,2025-08-04
박지수,인프라BIM팀,AI,,8,1,1,7,7,0,0,24,2025-08-11
박지수,인프라BIM팀,BIM,,7,0,4,6,4,0,0,21,2025-08-11
박지수,인프라BIM팀,Digital Technology,,8,2,3,4,1,0,0,18,2025-08-11
이민호,기술연구소,Smart R&D,,6,3,0,3,2,0,0,14,2025-08-11
이민호,기술연구소,Digital Technology,,8,0,6,1,2,0,0,17,2025-08-11
정수빈,AI응용팀,AI,,5,5,1,8,1,0,0,20,2025-08-11
정수빈,AI응용팀,기타 (Etc),,3,0,2,8,0,0,0,13,2025-08-11
정수빈,AI응용팀,Smart R&D,,7,0,7,0,1,0,0,15,2025-08-11
한태양,디지털기술개발팀,AI,,2,0,5,6,7,0,0,20,2025-08-11
한태양,디지털기술개발팀,기타 (Etc),,5,7,8,4,3,0,0,27,2025-08-11
한태양,디지털기술개발팀,Digital Technology,,6,0,4,2,3,0,0,15,2025-08-11
강서연,R&D센터,Smart R&D,,2,0,5,2,5,0,0,14,2025-08-11
강서연,R&D센터,AI,,5,5,3,0,5,0,0,18,2025-08-11
강서연,R&D센터,기타 (Etc),,0,0,0,4,1,0,0,5,2025-08-11
박지수,인프라BIM팀,기타 (Etc),,0,2,3,6,4,0,0,15,2025-08-18
박지수,인프라BIM팀,BIM,,2,6,7,5,7,0,0,27,2025-08-18
이민호,기술연구소,Digital Technology,,1,6,4,1,7,0,0,19,2025-08-18
이민호,기술연구소,BIM,,6,8,2,1,6,0,0,23,2025-08-18
정수빈,AI응용팀,기타 (Etc),,6,4,4,4,3,0,0,21,2025-08-18
정수빈,AI응용팀,AI,,4,4,0,6,4,0,0,18,2025-08-18
한태양,디지털기술개발팀,기타 (Etc),,2,2,3,7,0,0,0,14,2025-08-18
한태양,디지털기술개발팀,Smart R&D,,0,0,4,1,7,0,0,12,2025-08-18
강서연,R&D센터,AI,,7,8,1,1,3,0,0,20,2025-08-18
강서연,R&D센터,BIM,,5,6,4,4,0,0,0,19,2025-08-18
강서연,R&D센터,Digital Technology,,3,4,0,1,4,0,0,12,2025-08-18
박지수,인프라BIM팀,BIM,,3,4,6,6,7,0,0,26,2025-08-25
박지수,인프라BIM팀,기타 (Etc),,5,4,7,1,6,0,0,23,2025-08-25
박지수,인프라BIM팀,Digital Technology,,1,8,1,5,6,0,0,21,2025-08-25
이민호,기술연구소,기타 (Etc),,0,7,7,0,4,0,0,18,2025-08-25
이민호,기술연구소,AI,,6,1,2,2,5,0,0,16,2025-08-25
이민호,기술연구소,Smart R&D,,0,4,0,0,0,0,0,4,2025-08-25
정수빈,AI응용팀,AI,,1,2,4,4,2,0,0,13,2025-08-25
정수빈,AI응용팀,BIM,,3,7,5,2,2,0,0,19,2025-08-25
한태양,디지털기술개발팀,Digital Technology,,8,2,1,6,5,0,0,22,2025-08-25
강서연,R&D센터,기타 (Etc),,5,7,2,7,3,0,0,24,2025-08-25
강서연,R&D센터,BIM,,4,3,8,7,2,0,0,24,2025-08-25
강서연,R&D센터,Smart R&D,,5,6,3,5,4,0,0,23,2025-08-25
박지수,인프라BIM팀,Smart R&D,,3,6,7,6,3,0,0,25,2025-09-01
박지수,인프라BIM팀,BIM,,4,1,3,3,6,0,0,17,2025-09-01
이민호,기술연구소,기타 (Etc),,7,1,0,8,4,0,0,20,2025-09-01
이민호,기술연구소,Smart R&D,,6,3,2,7,1,0,0,19,2025-09-01
이민호,기술연구소,Digital Technology,,8,6,2,0,6,0,0,22,2025-09-01
정수빈,AI응용팀,Digital Technology,,0,4,0,4,6,0,0,14,2025-09-01
한태양,디지털기술개발팀,AI,,7,1,1,3,1,0,0,13,2025-09-01
한태양,디지털기술개발팀,BIM,,5,7,7,3,8,0,0,30,2025-09-01
강서연,R&D센터,BIM,,2,8,0,4,1,0,0,15,2025-09-01
강서연,R&D센터,Smart R&D,,7,2,0,3,1,0,0,13,2025-09-01
박지수,인프라BIM팀,기타 (Etc),,2,5,0,2,4,0,0,13,2025-09-08
박지수,인프라BIM팀,BIM,,1,6,2,2,4,0,0,15,2025-09-08
박지수,인프라BIM팀,AI,,7,2,0,6,2,0,0,17,2025-09-08
이민호,기술연구소,AI,,0,1,8,7,1,0,0,17,2025-09-08
이민호,기술연구소,Smart R&D,,8,3,2,0,4,0,0,17,2025-09-08
이민호,기술연구소,기타 (Etc),,3,6,6,4,0,0,0,19,2025-09-08
정수빈,AI응용팀,Digital Technology,,4,6,8,3,3,0,0,24,2025-09-08
정수빈,AI응용팀,Smart R&D,,1,0,2,6,2,0,0,11,2025-09-08
한태양,디지털기술개발팀,AI,,1,0,7,7,1,0,0,16,2025-09-08
강서연,R&D센터,Smart R&D,,6,1,7,4,1,0,0,19,2025-09-08
박지수,인프라BIM팀,기타 (Etc),,0,0,6,0,4,0,0,10,2025-09-15
박지수,인프라BIM팀,Digital Technology,,4,3,8,6,2,0,0,23,2025-09-15
박지수,인프라BIM팀,BIM,,7,6,7,8,0,0,0,28,2025-09-15
이민호,기술연구소,Smart R&D,,7,1,7,7,7,0,0,29,2025-09-15
이민호,기술연구소,AI,,8,7,1,2,0,0,0,18,2025-09-15
정수빈,AI응용팀,Digital Technology,,0,8,4,0,8,0,0,20,2025-09-15
정수빈,AI응용팀,BIM,,1,3,3,5,0,0,0,12,2025-09-15
정수빈,AI응용팀,AI,,5,1,2,8,4,0,0,20,2025-09-15
한태양,디지털기술개발팀,Digital Technology,,5,8,8,8,2,0,0,31,2025-09-15
한태양,디지털기술개발팀,BIM,,2,2,0,6,8,0,0,18,2025-09-15
한태양,디지털기술개발팀,Smart R&D,,1,4,8,1,1,0,0,15,2025-09-15
강서연,R&D센터,Digital Technology,,1,6,7,1,0,0,0,15,2025-09-15
강서연,R&D센터,BIM,,4,0,8,0,0,0,0,12,2025-09-15
박지수,인프라BIM팀,AI,,3,2,3,2,0,0,0,10,2025-09-22
박지수,인프라BIM팀,BIM,,0,6,4,3,1,0,0,14,2025-09-22
이민호,기술연구소,AI,,3,5,2,4,8,0,0,22,2025-09-22
정수빈,AI응용팀,BIM,,2,8,3,0,0,0,0,13,2025-09-22
한태양,디지털기술개발팀,AI,,0,4,5,7,6,0,0,22,2025-09-22
한태양,디지털기술개발팀,Digital Technology,,2,1,4,5,6,0,0,18,2025-09-22
강서연,R&D센터,BIM,,7,0,8,5,1,0,0,21,2025-09-22
박지수,인프라BIM팀,AI,,4,6,2,5,2,0,0,19,2025-09-29
이민호,기술연구소,BIM,,5,2,3,5,3,0,0,18,2025-09-29
정수빈,AI응용팀,기타 (Etc),,6,7,1,1,1,0,0,16,2025-09-29
한태양,디지털기술개발팀,AI,,5,8,7,8,5,0,0,33,2025-09-29
한태양,디지털기술개발팀,BIM,,3,7,1,5,3,0,0,19,2025-09-29
강서연,R&D센터,Smart R&D,,3,3,6,7,4,0,0,23,2025-09-29
강서연,R&D센터,AI,,3,1,2,1,8,0,0,15,2025-09-29
박지수,인프라BIM팀,기타 (Etc),,1,3,6,5,0,0,0,15,2025-10-06
박지수,인프라BIM팀,AI,,6,1,3,5,7,0,0,22,2025-10-06
이민호,기술연구소,Smart R&D,,8,1,0,2,3,0,0,14,2025-10-06
이민호,기술연구소,Digital Technology,,4,7,0,8,8,0,0,27,2025-10-06
정수빈,AI응용팀,AI,,3,5,0,5,1,0,0,14,2025-10-06
정수빈,AI응용팀,Smart R&D,,8,5,0,7,0,0,0,20,2025-10-06
정수빈,AI응용팀,기타 (Etc),,0,5,8,6,0,0,0,19,2025-10-06
한태양,디지털기술개발팀,BIM,,0,2,7,4,7,0,0,20,2025-10-06
한태양,디지털기술개발팀,AI,,5,6,8,3,4,0,0,26,2025-10-06
강서연,R&D센터,AI,,4,1,7,7,6,0,0,25,2025-10-06
강서연,R&D센터,BIM,,0,7,2,8,0,0,0,17,2025-10-06
박지수,인프라BIM팀,AI,,8,3,6,8,6,0,0,31,2025-10-13
박지수,인프라BIM팀,BIM,,4,2,7,7,6,0,0,26,2025-10-13
박지수,인프라BIM팀,Digital Technology,,0,4,5,5,0,0,0,14,2025-10-13
이민호,기술연구소,기타 (Etc),,2,5,1,7,3,0,0,18,2025-10-13
이민호,기술연구소,AI,,6,3,2,3,2,0,0,16,2025-10-13
정수빈,AI응용팀,AI,,1,2,0,7,7,0,0,17,2025-10-13
한태양,디지털기술개발팀,Digital Technology,,3,5,2,0,2,0,0,12,2025-10-13
한태양,디지털기술개발팀,BIM,,5,3,5,0,8,0,0,21,2025-10-13
한태양,디지털기술개발팀,기타 (Etc),,2,4,4,0,7,0,0,17,2025-10-13
강서연,R&D센터,AI,,7,3,2,6,4,0,0,22,2025-10-13
강서연,R&D센터,BIM,,6,2,2,6,8,0,0,24,2025-10-13
강서연,R&D센터,Digital Technology,,7,0,3,5,1,0,0,16,2025-10-13
박지수,인프라BIM팀,AI,,2,1,1,6,6,0,0,16,2025-10-20
박지수,인프라BIM팀,BIM,,8,7,2,4,4,0,0,25,2025-10-20
박지수,인프라BIM팀,Digital Technology,,6,7,3,6,2,0,0,24,2025-10-20
이민호,기술연구소,Smart R&D,,8,5,6,4,1,0,0,24,2025-10-20
정수빈,AI응용팀,Smart R&D,,3,6,4,4,5,0,0,22,2025-10-20
한태양,디지털기술개발팀,기타 (Etc),,1,4,5,8,2,0,0,20,2025-10-20
한태양,디지털기술개발팀,AI,,5,8,7,7,5,0,0,32,2025-10-20
강서연,R&D센터,Digital Technology,,7,6,1,1,6,0,0,21,2025-10-20
박지수,인프라BIM팀,Digital Technology,,5,2,3,8,3,0,0,21,2025-10-27
박지수,인프라BIM팀,BIM,,6,8,3,6,4,0,0,27,2025-10-27
박지수,인프라BIM팀,Smart R&D,,7,2,5,6,5,0,0,25,2025-10-27
이민호,기술연구소,AI,,3,8,0,2,2,0,0,15,2025-10-27
이민호,기술연구소,Smart R&D,,8,1,5,0,2,0,0,16,2025-10-27
이민호,기술연구소,기타 (Etc),,1,6,2,8,6,0,0,23,2025-10-27
정수빈,AI응용팀,AI,,1,2,8,0,8,0,0,19,2025-10-27
한태양,디지털기술개발팀,AI,,5,1,0,5,6,0,0,17,2025-10-27
강서연,R&D센터,Smart R&D,,6,5,0,5,8,0,0,24,2025-10-27
강서연,R&D센터,AI,,8,8,3,2,6,0,0,27,2025-10-27
박지수,인프라BIM팀,Smart R&D,,0,6,7,3,4,0,0,20,2025-11-03
박지수,인프라BIM팀,기타 (Etc),,8,4,1,5,2,0,0,20,2025-11-03
박지수,인프라BIM팀,Digital Technology,,6,1,7,6,6,0,0,26,2025-11-03
이민호,기술연구소,BIM,,2,6,7,8,2,0,0,25,2025-11-03
이민호,기술연구소,Smart R&D,,7,1,1,4,1,0,0,14,2025-11-03
정수빈,AI응용팀,Digital Technology,,3,7,7,0,7,0,0,24,2025-11-03
정수빈,AI응용팀,BIM,,6,6,7,4,4,0,0,27,2025-11-03
정수빈,AI응용팀,AI,,3,0,4,6,1,0,0,14,2025-11-03
한태양,디지털기술개발팀,Digital Technology,,1,6,7,4,0,0,0,18,2025-11-03
강서연,R&D센터,기타 (Etc),,3,0,5,7,2,0,0,17,2025-11-03
박지수,인프라BIM팀,Smart R&D,,0,7,6,6,3,0,0,22,2025-11-10
이민호,기술연구소,BIM,,1,3,5,8,1,0,0,18,2025-11-10
이민호,기술연구소,기타 (Etc),,4,3,4,6,4,0,0,21,2025-11-10
정수빈,AI응용팀,AI,,7,5,0,0,6,0,0,18,2025-11-10
정수빈,AI응용팀,BIM,,0,8,6,3,7,0,0,24,2025-11-10
정수빈,AI응용팀,Digital Technology,,4,7,5,6,2,0,0,24,2025-11-10
한태양,디지털기술개발팀,Smart R&D,,8,7,0,6,0,0,0,21,2025-11-10
한태양,디지털기술개발팀,BIM,,8,4,8,0,0,0,0,20,2025-11-10
강서연,R&D센터,Digital Technology,,4,1,5,8,5,0,0,23,2025-11-10
강서연,R&D센터,BIM,,0,0,1,6,3,0,0,10,2025-11-10
강서연,R&D센터,기타 (Etc),,0,2,2,5,2,0,0,11,2025-11-10
박지수,인프라BIM팀,기타 (Etc),,6,4,3,4,1,0,0,18,2025-11-17
박지수,인프라BIM팀,Smart R&D,,2,2,5,1,8,0,0,18,2025-11-17
박지수,인프라BIM팀,AI,,1,2,8,7,8,0,0,26,2025-11-17
이민호,기술연구소,BIM,,3,5,0,4,4,0,0,16,2025-11-17
이민호,기술연구소,Smart R&D,,8,5,0,6,1,0,0,20,2025-11-17
이민호,기술연구소,Digital Technology,,3,0,4,0,1,0,0,8,2025-11-17
정수빈,AI응용팀,BIM,,2,7,5,7,0,0,0,21,2025-11-17
한태양,디지털기술개발팀,Smart R&D,,5,8,1,7,6,0,0,27,2025-11-17
한태양,디지털기술개발팀,Digital Technology,,8,2,8,3,1,0,0,22,2025-11-17
강서연,R&D센터,Digital Technology,,4,4,7,6,3,0,0,24,2025-11-17
박지수,인프라BIM팀,Smart R&D,,8,4,6,2,2,0,0,22,2025-11-24
박지수,인프라BIM팀,AI,,8,3,7,1,8,0,0,27,2025-11-24
이민호,기술연구소,AI,,8,3,7,6,7,0,0,31,2025-11-24
이민호,기술연구소,BIM,,5,7,6,4,5,0,0,27,2025-11-24
정수빈,AI응용팀,Smart R&D,,3,3,0,4,2,0,0,12,2025-11-24
한태양,디지털기술개발팀,BIM,,3,1,2,3,8,0,0,17,2025-11-24
한태양,디지털기술개발팀,AI,,8,2,7,6,8,0,0,31,2025-11-24
강서연,R&D센터,Smart R&D,,3,7,4,1,2,0,0,17,2025-11-24
강서연,R&D센터,BIM,,5,3,1,1,2,0,0,12,2025-11-24
강서연,R&D센터,기타 (Etc),,8,7,2,2,0,0,0,19,2025-11-24
박지수,인프라BIM팀,AI,,1,6,0,8,1,0,0,16,2025-12-01
이민호,기술연구소,AI,,0,6,7,1,0,0,0,14,2025-12-01
이민호,기술연구소,BIM,,6,6,7,6,3,0,0,28,2025-12-01
이민호,기술연구소,Digital Technology,,1,7,8,6,1,0,0,23,2025-12-01
정수빈,AI응용팀,Digital Technology,,1,1,4,0,1,0,0,7,2025-12-01
정수빈,AI응용팀,Smart R&D,,4,0,3,7,4,0,0,18,2025-12-01
한태양,디지털기술개발팀,AI,,3,4,6,7,3,0,0,23,2025-12-01
강서연,R&D센터,Smart R&D,,0,3,7,3,0,0,0,13,2025-12-01
강서연,R&D센터,BIM,,5,5,8,6,6,0,0,30,2025-12-01
강서연,R&D센터,AI,,0,7,7,4,2,0,0,20,2025-12-01
박지수,인프라BIM팀,Digital Technology,,5,8,3,0,3,0,0,19,2025-12-08
이민호,기술연구소,기타 (Etc),,1,5,5,4,2,0,0,17,2025-12-08
이민호,기술연구소,AI,,2,5,2,0,8,0,0,17,2025-12-08
정수빈,AI응용팀,Smart R&D,,3,8,4,4,2,0,0,21,2025-12-08
정수빈,AI응용팀,Digital Technology,,0,8,0,1,2,0,0,11,2025-12-08
정수빈,AI응용팀,BIM,,0,7,0,0,2,0,0,9,2025-12-08
한태양,디지털기술개발팀,기타 (Etc),,7,7,7,0,5,0,0,26,2025-12-08
강서연,R&D센터,BIM,,6,0,6,6,2,0,0,20,2025-12-08
박지수,인프라BIM팀,AI,,8,0,4,8,8,0,0,28,2025-12-15
이민호,기술연구소,Smart R&D,,5,1,5,4,3,0,0,18,2025-12-15
정수빈,AI응용팀,AI,,3,4,8,2,7,0,0,24,2025-12-15
한태양,디지털기술개발팀,AI,,0,3,0,2,0,0,0,5,2025-12-15
한태양,디지털기술개발팀,Smart R&D,,1,4,1,2,8,0,0,16,2025-12-15
한태양,디지털기술개발팀,BIM,,4,0,0,4,2,0,0,10,2025-12-15
강서연,R&D센터,기타 (Etc),,2,7,5,4,3,0,0,21,2025-12-15
박지수,인프라BIM팀,AI,,7,1,4,3,7,0,0,22,2025-12-22
박지수,인프라BIM팀,BIM,,5,2,1,3,3,0,0,14,2025-12-22
박지수,인프라BIM팀,Smart R&D,,2,0,1,1,7,0,0,11,2025-12-22
이민호,기술연구소,AI,,2,5,0,2,0,0,0,9,2025-12-22
이민호,기술연구소,BIM,,6,3,1,5,7,0,0,22,2025-12-22
정수빈,AI응용팀,BIM,,1,0,3,6,7,0,0,17,2025-12-22
한태양,디지털기술개발팀,기타 (Etc),,0,2,2,6,1,0,0,11,2025-12-22
한태양,디지털기술개발팀,Smart R&D,,8,0,8,3,3,0,0,22,2025-12-22
강서연,R&D센터,AI,,8,8,2,6,4,0,0,28,2025-12-22
박지수,인프라BIM팀,기타 (Etc),,5,2,1,7,6,0,0,21,2025-12-29
박지수,인프라BIM팀,Smart R&D,,0,1,0,1,5,0,0,7,2025-12-29
이민호,기술연구소,Digital Technology,,8,7,2,8,4,0,0,29,2025-12-29
이민호,기술연구소,Smart R&D,,8,4,2,1,5,0,0,20,2025-12-29
정수빈,AI응용팀,Digital Technology,,5,4,6,1,2,0,0,18,2025-12-29
정수빈,AI응용팀,BIM,,3,1,5,5,8,0,0,22,2025-12-29
한태양,디지털기술개발팀,Digital Technology,,4,2,0,8,4,0,0,18,2025-12-29
강서연,R&D센터,Smart R&D,,2,4,1,1,8,0,0,16,2025-12-29
강서연,R&D센터,Digital Technology,,6,1,0,1,3,0,0,11,2025-12-29
강서연,R&D센터,기타 (Etc),,7,5,3,3,3,0,0,21,2025-12-29
김하빈,스마트기술개발팀,AI,,0,0,0,0,1,0,0,1,2026-01-12
김하빈,스마트기술개발팀,BIM,,0,0,0,0,1,0,0,1,2026-01-12
김하빈,스마트기술개발팀,Digital Technology,,0,0,0,0,1,0,0,1,2026-01-12
김하빈,스마트기술개발팀,Smart R&D,,0,0,0,0,4,0,0,4,2026-01-12
김하빈,스마트기술개발팀,기타 (Etc),,0,0,0,0,1,0,0,1,2026-01-12
김하빈,스마트기술개발팀,AI,,0,0,0,0,1,0,0,1,2026-01-12
김하빈,스마트기술개발팀,BIM,,0,0,0,0,3,0,0,3,2026-01-12
김하빈,스마트기술개발팀,Digital Technology,,0,0,0,0,1,0,0,1,2026-01-12
김하빈,스마트기술개발팀,Smart R&D,,0,0,0,0,3,0,0,3,2026-01-12
김하빈,스마트기술개발팀,기타 (Etc),,0,0,0,0,0,0,0,0,2026-01-12
임문구,스마트기술개발팀,AI,,2,2,0,2,0,0,1,7,2026-01-12
임문구,스마트기술개발팀,BIM,,0,4,0,3,2,0,0,9,2026-01-12
임문구,스마트기술개발팀,Digital Technology,,0,0,0,2,4,0,0,6,2026-01-12
임문구,스마트기술개발팀,Smart R&D,,0,2,0,2,0,0,0,4,2026-01-12
임문구,스마트기술개발팀,기타 (Etc),,3,0,0,4,2,0,0,9,2026-01-12
임문구,스마트기술개발팀,AI,,1,0,0,0,0,0,0,1,2026-01-19
임문구,스마트기술개발팀,BIM,,0,0,0,0,0,0,0,0,2026-01-19
임문구,스마트기술개발팀,Digital Technology,,0,0,0,0,0,0,0,0,2026-01-19
임문구,스마트기술개발팀,Smart R&D,,0,0,0,0,0,0,0,0,2026-01-19
임문구,스마트기술개발팀,기타 (Etc),,0,0,0,0,0,0,0,0,2026-01-19
